category,intent,text,cleaned_text
hardware_issue,cracked_laptop_screen ,The screen is completely shattered but still works,the screen is completely shattered but still works
hardware_issue,cracked_laptop_screen ,The display has a crack and colorful distorted lines,the display has a crack and colorful distorted lines
hardware_issue,laptop_battery_drains_quickly ,My laptop battery doesn't last long,my laptop battery doesn't last long
hardware_issue,laptop_battery_drains_quickly ,The battery is draining too fast,the battery is draining too fast
hardware_issue,laptop_battery_drains_quickly ,It says my battery health is low,it says my battery health is low
hardware_issue,laptop_battery_drains_quickly ,My laptop dies even when it says there's charge left,my laptop dies even when it says there's charge left
hardware_issue,laptop_battery_drains_quickly ,The battery percentage drops really quickly,the battery percentage drops really quickly
hardware_issue,laptop_battery_drains_quickly ,I only get an hour of battery life,i only get an hour of battery life
hardware_issue,laptop_battery_drains_quickly ,My laptop won't hold a charge,my laptop won't hold a charge
hardware_issue,laptop_battery_drains_quickly ,The battery dies much faster than it used to,the battery dies much faster than it used to
hardware_issue,laptop_battery_drains_quickly ,It shuts down suddenly when it hits 30%,it shuts down suddenly when it hits 30
hardware_issue,laptop_battery_drains_quickly ,The battery drains even when the laptop is asleep,the battery drains even when the laptop is asleep
hardware_issue,laptop_battery_drains_quickly ,I have to keep it plugged in all the time,i have to keep it plugged in all the time
hardware_issue,laptop_battery_drains_quickly ,The battery icon shows a red X,the battery icon shows a red x
hardware_issue,laptop_battery_drains_quickly ,It says 'consider replacing your battery',it says 'consider replacing your battery'
hardware_issue,laptop_battery_drains_quickly ,The battery lasts half as long as it did last month,the battery lasts half as long as it did last month
hardware_issue,laptop_battery_drains_quickly ,My laptop won't power on without the charger plugged in,my laptop won't power on without the charger plugged in
hardware_issue,external_drive_not_recognized ,My external hard drive isn't showing up,my external hard drive isn't showing up
hardware_issue,external_drive_not_recognized ,The computer isn't detecting my USB drive,the computer isn't detecting my usb drive
hardware_issue,external_drive_not_recognized ,I plugged it in but nothing happens,i plugged it in but nothing happens
hardware_issue,external_drive_not_recognized ,It says 'USB device not recognized',it says 'usb device not recognized'
hardware_issue,external_drive_not_recognized ,The drive makes a sound but doesn't appear,the drive makes a sound but doesn't appear
hardware_issue,external_drive_not_recognized ,My flash drive isn't being recognized,my flash drive isn't being recognized
hardware_issue,external_drive_not_recognized ,It shows up in Devices but not in File Explorer,it shows up in devices but not in file explorer
hardware_issue,external_drive_not_recognized ,The drive light is on but I can't access it,the drive light is on but i can't access it
hardware_issue,external_drive_not_recognized ,I get a 'device driver software was not successfully installed' error,i get a 'device driver software was not successfully installed' error
hardware_issue,external_drive_not_recognized ,The external drive was working yesterday but not today,the external drive was working yesterday but not today
hardware_issue,external_drive_not_recognized ,It asks me to format the drive when I plug it in,it asks me to format the drive when i plug it in
hardware_issue,external_drive_not_recognized ,The drive is visible but says 'No Media',the drive is visible but says 'no media'
hardware_issue,external_drive_not_recognized ,I tried all the USB ports and it won't detect,i tried all the usb ports and it won't detect
hardware_issue,external_drive_not_recognized ,The drive appears for a second then disappears,the drive appears for a second then disappears
hardware_issue,external_drive_not_recognized ,It makes a clicking noise and isn't recognized,it makes a clicking noise and isn't recognized
hardware_issue,webcam_not_functioning ,My webcam isn't working,my webcam isn't working
hardware_issue,webcam_not_functioning ,The camera isn't turning on,the camera isn't turning on
hardware_issue,webcam_not_functioning ,I get a black screen in my video calls,i get a black screen in my video calls
hardware_issue,webcam_not_functioning ,It says 'no camera detected',it says 'no camera detected'
hardware_issue,webcam_not_functioning ,My webcam light is on but there's no picture,my webcam light is on but there's no picture
hardware_issue,webcam_not_functioning ,The image is frozen in my video app,the image is frozen in my video app
hardware_issue,webcam_not_functioning ,I can't switch on my camera in Teams,i can't switch on my camera in teams
hardware_issue,webcam_not_functioning ,The webcam shows an error when I try to use it,the webcam shows an error when i try to use it
hardware_issue,webcam_not_functioning ,My built-in camera isn't being recognized,my built-in camera isn't being recognized
hardware_issue,webcam_not_functioning ,The video is just a black square,the video is just a black square
hardware_issue,webcam_not_functioning ,It says 'camera is in use by another application',it says 'camera is in use by another application'
hardware_issue,webcam_not_functioning ,My external webcam isn't detected,my external webcam isn't detected
hardware_issue,webcam_not_functioning ,The camera picture is extremely dark or blurry,the camera picture is extremely dark or blurry
hardware_issue,webcam_not_functioning ,I get a 'webcam unavailable' message,i get a 'webcam unavailable' message
hardware_issue,webcam_not_functioning ,My video is choppy and keeps disconnecting,my video is choppy and keeps disconnecting
hardware_issue,headset_no_audio_or_mic ,I can't hear anything through my headset,i can't hear anything through my headset
hardware_issue,headset_no_audio_or_mic ,My microphone isn't picking up my voice,my microphone isn't picking up my voice
hardware_issue,headset_no_audio_or_mic ,People can't hear me in calls,people can't hear me in calls
hardware_issue,headset_no_audio_or_mic ,The headset is plugged in but there's no sound,the headset is plugged in but there's no sound
hardware_issue,headset_no_audio_or_mic ,My headset isn't being detected,my headset isn't being detected
hardware_issue,headset_no_audio_or_mic ,The sound is still coming from the speakers,the sound is still coming from the speakers
hardware_issue,headset_no_audio_or_mic ,It says 'no audio device is installed' with my headset,it says 'no audio device is installed' with my headset
hardware_issue,headset_no_audio_or_mic ,The microphone shows no input level,the microphone shows no input level
hardware_issue,headset_no_audio_or_mic ,I can hear but I can't speak,i can hear but i can't speak
hardware_issue,headset_no_audio_or_mic ,My USB headset isn't working,my usb headset isn't working
hardware_issue,headset_no_audio_or_mic ,The headset works on my phone but not my computer,the headset works on my phone but not my computer
hardware_issue,headset_no_audio_or_mic ,There's a lot of static in my microphone,there's a lot of static in my microphone
hardware_issue,headset_no_audio_or_mic ,The audio is crackling and cutting out,the audio is crackling and cutting out
hardware_issue,headset_no_audio_or_mic ,My Bluetooth headset won't connect for audio,my bluetooth headset won't connect for audio
hardware_issue,headset_no_audio_or_mic ,The computer isn't switching to my headset when I plug it in,the computer isn't switching to my headset when i plug it in
hardware_issue,overheating_computer ,My computer is really hot to the touch,my computer is really hot to the touch
hardware_issue,overheating_computer ,The fan is running constantly and it's very warm,the fan is running constantly and it's very warm
hardware_issue,overheating_computer ,It randomly shuts down because it's overheating,it randomly shuts down because it's overheating
hardware_issue,overheating_computer ,The bottom of my laptop is too hot to hold,the bottom of my laptop is too hot to hold
hardware_issue,overheating_computer ,I get a warning message about high temperature,i get a warning message about high temperature
hardware_issue,overheating_computer ,The computer feels like it's burning up,the computer feels like it's burning up
hardware_issue,overheating_computer ,It's so hot I can smell plastic or electronics,it's so hot i can smell plastic or electronics
hardware_issue,overheating_computer ,The performance gets really slow when it gets hot,the performance gets really slow when it gets hot
hardware_issue,overheating_computer ,My laptop gets hot even when I'm not doing much,my laptop gets hot even when i'm not doing much
hardware_issue,overheating_computer ,The keyboard is uncomfortably warm to type on,the keyboard is uncomfortably warm to type on
hardware_issue,overheating_computer ,It makes a loud fan noise and then turns off,it makes a loud fan noise and then turns off
hardware_issue,overheating_computer ,I see thermal throttling warnings,i see thermal throttling warnings
hardware_issue,overheating_computer ,The computer restarts by itself when it gets too hot,the computer restarts by itself when it gets too hot
hardware_issue,overheating_computer ,There's heat coming out of the vents that seems excessive,there's heat coming out of the vents that seems excessive
hardware_issue,overheating_computer ,My graphics card is running at very high temperatures,my graphics card is running at very high temperatures
hardware_issue,faulty_power_supply ,My computer randomly shuts off,my computer randomly shuts off
hardware_issue,faulty_power_supply ,It won't turn on unless I jiggle the power cord,it won't turn on unless i jiggle the power cord
hardware_issue,faulty_power_supply ,I smell something burning from the power supply,i smell something burning from the power supply
hardware_issue,faulty_power_supply ,The computer restarts by itself,the computer restarts by itself
hardware_issue,faulty_power_supply ,There's a buzzing sound coming from the back of the computer,there's a buzzing sound coming from the back of the computer
hardware_issue,faulty_power_supply ,The power light flickers when I try to turn it on,the power light flickers when i try to turn it on
hardware_issue,faulty_power_supply ,It turns on for a second and then immediately turns off,it turns on for a second and then immediately turns off
hardware_issue,faulty_power_supply ,I see sparks or smoke from the power supply unit,i see sparks or smoke from the power supply unit
hardware_issue,faulty_power_supply ,My computer loses power during heavy use,my computer loses power during heavy use
hardware_issue,faulty_power_supply ,The power supply fan is making a grinding noise,the power supply fan is making a grinding noise
hardware_issue,faulty_power_supply ,It doesn't get any power at all,it doesn't get any power at all
hardware_issue,faulty_power_supply ,The computer crashes when I plug in another device,the computer crashes when i plug in another device
hardware_issue,faulty_power_supply ,My peripherals keep disconnecting and reconnecting,my peripherals keep disconnecting and reconnecting
hardware_issue,faulty_power_supply ,There's a burning electronics smell coming from the tower,there's a burning electronics smell coming from the tower
hardware_issue,faulty_power_supply ,The system is unstable and I'm getting random blue screens,the system is unstable and i'm getting random blue screens
hardware_issue,broken_ethernet_port ,My Ethernet cable won't click into the port,my ethernet cable won't click into the port
hardware_issue,broken_ethernet_port ,The network port feels loose when I plug in the cable,the network port feels loose when i plug in the cable
hardware_issue,broken_ethernet_port ,The Ethernet cable keeps falling out,the ethernet cable keeps falling out
hardware_issue,broken_ethernet_port ,The plastic tab inside the port is broken off,the plastic tab inside the port is broken off
hardware_issue,broken_ethernet_port ,I can't get a wired internet connection,i can't get a wired internet connection
hardware_issue,broken_ethernet_port ,The Ethernet port looks damaged inside,the ethernet port looks damaged inside
hardware_issue,broken_ethernet_port ,The cable only works if I hold it at an angle,the cable only works if i hold it at an angle
hardware_issue,broken_ethernet_port ,Something is stuck inside the Ethernet port,something is stuck inside the ethernet port
hardware_issue,broken_ethernet_port ,The port doesn't recognize when I plug in a cable,the port doesn't recognize when i plug in a cable
hardware_issue,broken_ethernet_port ,The network icon shows a red X even with the cable plugged in,the network icon shows a red x even with the cable plugged in
hardware_issue,broken_ethernet_port ,The lights around the Ethernet port don't light up,the lights around the ethernet port don't light up
hardware_issue,broken_ethernet_port ,The metal contacts inside the port look bent,the metal contacts inside the port look bent
hardware_issue,broken_ethernet_port ,My computer says 'network cable unplugged' when it's plugged in,my computer says 'network cable unplugged' when it's plugged in
hardware_issue,broken_ethernet_port ,The port is physically cracked or broken,the port is physically cracked or broken
hardware_issue,broken_ethernet_port ,I get no internet through the wired connection,i get no internet through the wired connection
